Parti, Kandidat, Spørgsmål, Svar
Ø, Runa Friis Hansen, 22, 2
Ø, Runa Friis Hansen, 23, 1
Ø, Runa Friis Hansen, 24, 2
Ø, Runa Friis Hansen, 25, 4
Ø, Clara Turms, 1, 4
Ø, Clara Turms, 2, 1
Ø, Clara Turms, 3, 3
Ø, Clara Turms, 4, 4
Ø, Clara Turms, 5, 4
Ø, Clara Turms, 6, 4
Ø, Clara Turms, 7, 1
Ø, Clara Turms, 8, 4
Ø, Clara Turms, 9, 1
Ø, Clara Turms, 10, 1
Ø, Clara Turms, 11, 3
Ø, Clara Turms, 12, 1
Ø, Clara Turms, 13, 1
Ø, Clara Turms, 14, 2
Ø, Clara Turms, 15, 4
Ø, Clara Turms, 16, 4
Ø, Clara Turms, 17, 4
Ø, Clara Turms, 18, 1
Ø, Clara Turms, 19, 1
Ø, Clara Turms, 20, 4
Ø, Clara Turms, 21, 4
Ø, Clara Turms, 22, 4
Ø, Clara Turms, 23, 4
Ø, Clara Turms, 24, 2
Ø, Clara Turms, 25, 4
Å, Jan Kristoffersen, 1, 4
Å, Jan Kristoffersen, 2, 1
Å, Jan Kristoffersen, 3, 3
Å, Jan Kristoffersen, 4, 4
Å, Jan Kristoffersen, 5, 4
Å, Jan Kristoffersen, 6, 4
Å, Jan Kristoffersen, 7, 2
Å, Jan Kristoffersen, 8, 4
Å, Jan Kristoffersen, 9, 1
Å, Jan Kristoffersen, 10, 3
Å, Jan Kristoffersen, 11, 4
Å, Jan Kristoffersen, 12, 2
Å, Jan Kristoffersen, 13, 2
Å, Jan Kristoffersen, 14, 1
Å, Jan Kristoffersen, 15, 2
Å, Jan Kristoffersen, 16, 4
Å, Jan Kristoffersen, 17, 4
Å, Jan Kristoffersen, 18, 2
Å, Jan Kristoffersen, 19, 2
Å, Jan Kristoffersen, 20, 3
Å, Jan Kristoffersen, 21, 4
Å, Jan Kristoffersen, 22, 3
Å, Jan Kristoffersen, 23, 3
Å, Jan Kristoffersen, 24, 1
Å, Jan Kristoffersen, 25, 3
Å, Karoline Lindgaard, 1, 4
Å, Karoline Lindgaard, 2, 1
Å, Karoline Lindgaard, 3, 3
Å, Karoline Lindgaard, 4, 4
Å, Karoline Lindgaard, 5, 4
Å, Karoline Lindgaard, 6, 3
Å, Karoline Lindgaard, 7, 2
Å, Karoline Lindgaard, 8, 4
Å, Karoline Lindgaard, 9, 1
Å, Karoline Lindgaard, 10, 1
Å, Karoline Lindgaard, 11, 2
Å, Karoline Lindgaard, 12, 2
Å, Karoline Lindgaard, 13, 1
Å, Karoline Lindgaard, 14, 2
Å, Karoline Lindgaard, 15, 3
Å, Karoline Lindgaard, 16, 4
Å, Karoline Lindgaard, 17, 4
Å, Karoline Lindgaard, 18, 1
Å, Karoline Lindgaard, 19, 1
Å, Karoline Lindgaard, 20, 4
Å, Karoline Lindgaard, 21, 4
Å, Karoline Lindgaard, 22, 4
Å, Karoline Lindgaard, 23, 4
Å, Karoline Lindgaard, 24, 2
Å, Karoline Lindgaard, 25, 4
Å, Petar Socevic, 1, 3
Å, Petar Socevic, 2, 2
Å, Petar Socevic, 3, 3
Å, Petar Socevic, 4, 3
Å, Petar Socevic, 5, 3
Å, Petar Socevic, 6, 3
Å, Petar Socevic, 7, 3
Å, Petar Socevic, 8, 4
Å, Petar Socevic, 9, 1
Å, Petar Socevic, 10, 2
Å, Petar Socevic, 11, 2
Å, Petar Socevic, 12, 2
Å, Petar Socevic, 13, 2
Å, Petar Socevic, 14, 2
Å, Petar Socevic, 15, 3
Å, Petar Socevic, 16, 4
Å, Petar Socevic, 17, 3
Å, Petar Socevic, 18, 1
Å, Petar Socevic, 19, 2
Å, Petar Socevic, 20, 3
Å, Petar Socevic, 21, 4
Å, Petar Socevic, 22, 3
Å, Petar Socevic, 23, 3
Å, Petar Socevic, 24, 2
Å, Petar Socevic, 25, 4
Å, Nilas Bay-Foged, 1, 4
Å, Nilas Bay-Foged, 2, 1
Å, Nilas Bay-Foged, 3, 3
Å, Nilas Bay-Foged, 4, 4
Å, Nilas Bay-Foged, 5, 3
Å, Nilas Bay-Foged, 6, 3
Å, Nilas Bay-Foged, 7, 1
Å, Nilas Bay-Foged, 8, 4
Å, Nilas Bay-Foged, 9, 1
Å, Nilas Bay-Foged, 10, 3
Å, Nilas Bay-Foged, 11, 2
Å, Nilas Bay-Foged, 12, 2
Å, Nilas Bay-Foged, 13, 2
Å, Nilas Bay-Foged, 14, 1
Å, Nilas Bay-Foged, 15, 2
Å, Nilas Bay-Foged, 16, 4
Å, Nilas Bay-Foged, 17, 4
Å, Nilas Bay-Foged, 18, 2
Å, Nilas Bay-Foged, 19, 2
Å, Nilas Bay-Foged, 20, 4
Å, Nilas Bay-Foged, 21, 4
Å, Nilas Bay-Foged, 22, 4
Å, Nilas Bay-Foged, 23, 4
Å, Nilas Bay-Foged, 24, 2
Å, Nilas Bay-Foged, 25, 3
Å, Sofie Groth, 1, 4
Å, Sofie Groth, 2, 1
Å, Sofie Groth, 3, 3
Å, Sofie Groth, 4, 3
Å, Sofie Groth, 5, 4
Å, Sofie Groth, 6, 3
Å, Sofie Groth, 7, 3
Å, Sofie Groth, 8, 4
Å, Sofie Groth, 9, 1
Å, Sofie Groth, 10, 2
Å, Sofie Groth, 11, 2
Å, Sofie Groth, 12, 2
Å, Sofie Groth, 13, 2
Å, Sofie Groth, 14, 2
Å, Sofie Groth, 15, 3
Å, Sofie Groth, 16, 4
Å, Sofie Groth, 17, 4
Å, Sofie Groth, 18, 2
Å, Sofie Groth, 19, 2
Å, Sofie Groth, 20, 3
Å, Sofie Groth, 21, 4
Å, Sofie Groth, 22, 3
Å, Sofie Groth, 23, 3
Å, Sofie Groth, 24, 2
Å, Sofie Groth, 25, 4
Å, Jørn Grønkjær, 1, 4
Å, Jørn Grønkjær, 2, 1
Å, Jørn Grønkjær, 3, 4
Å, Jørn Grønkjær, 4, 4
Å, Jørn Grønkjær, 5, 4
Å, Jørn Grønkjær, 6, 3
Å, Jørn Grønkjær, 7, 3
Å, Jørn Grønkjær, 8, 4
Å, Jørn Grønkjær, 9, 1
Å, Jørn Grønkjær, 10, 3
Å, Jørn Grønkjær, 11, 4
Å, Jørn Grønkjær, 12, 2
Å, Jørn Grønkjær, 13, 4
Å, Jørn Grønkjær, 14, 1
Å, Jørn Grønkjær, 15, 1
Å, Jørn Grønkjær, 16, 4
Å, Jørn Grønkjær, 17, 3
Å, Jørn Grønkjær, 18, 3
Å, Jørn Grønkjær, 19, 3
Å, Jørn Grønkjær, 20, 4
Å, Jørn Grønkjær, 21, 4
Å, Jørn Grønkjær, 22, 3
Å, Jørn Grønkjær, 23, 4
Å, Jørn Grønkjær, 24, 2
Å, Jørn Grønkjær, 25, 4
Å, Valentina Crast, 1, 4
Å, Valentina Crast, 2, 1
Å, Valentina Crast, 3, 3
Å, Valentina Crast, 4, 4
Å, Valentina Crast, 5, 4
Å, Valentina Crast, 6, 3
Å, Valentina Crast, 7, 2
Å, Valentina Crast, 8, 4
Å, Valentina Crast, 9, 1
Å, Valentina Crast, 10, 1
Å, Valentina Crast, 11, 2
Å, Valentina Crast, 12, 2
Å, Valentina Crast, 13, 2
Å, Valentina Crast, 14, 1
Å, Valentina Crast, 15, 1
Å, Valentina Crast, 16, 4
Å, Valentina Crast, 17, 4
Å, Valentina Crast, 18, 1
Å, Valentina Crast, 19, 1
Å, Valentina Crast, 20, 4
Å, Valentina Crast, 21, 4
Å, Valentina Crast, 22, 4
Å, Valentina Crast, 23, 4
Å, Valentina Crast, 24, 2
Å, Valentina Crast, 25, 4
Å, Julius Schubring, 1, 4
Å, Julius Schubring, 2, 1
Å, Julius Schubring, 3, 3
Å, Julius Schubring, 4, 4
Å, Julius Schubring, 5, 3
Å, Julius Schubring, 6, 2
Å, Julius Schubring, 7, 2
Å, Julius Schubring, 8, 3
Å, Julius Schubring, 9, 1
Å, Julius Schubring, 10, 1
Å, Julius Schubring, 11, 3
Å, Julius Schubring, 12, 3
Å, Julius Schubring, 13, 2
Å, Julius Schubring, 14, 1
Å, Julius Schubring, 15, 2
Å, Julius Schubring, 16, 4
Å, Julius Schubring, 17, 4
Å, Julius Schubring, 18, 1
Å, Julius Schubring, 19, 1
Å, Julius Schubring, 20, 4
Å, Julius Schubring, 21, 4
Å, Julius Schubring, 22, 4
Å, Julius Schubring, 23, 4
Å, Julius Schubring, 24, 2
Å, Julius Schubring, 25, 4
Å, Johannes Slyngborg, 1, 4
Å, Johannes Slyngborg, 2, 1
Å, Johannes Slyngborg, 3, 3
Å, Johannes Slyngborg, 4, 4
Å, Johannes Slyngborg, 5, 4
Å, Johannes Slyngborg, 6, 4
Å, Johannes Slyngborg, 7, 3
Å, Johannes Slyngborg, 8, 4
Å, Johannes Slyngborg, 9, 1
Å, Johannes Slyngborg, 10, 1
Å, Johannes Slyngborg, 11, 3
Å, Johannes Slyngborg, 12, 1
Å, Johannes Slyngborg, 13, 1
Å, Johannes Slyngborg, 14, 1
Å, Johannes Slyngborg, 15, 3
Å, Johannes Slyngborg, 16, 4
Å, Johannes Slyngborg, 17, 4
Å, Johannes Slyngborg, 18, 1
Å, Johannes Slyngborg, 19, 1
Å, Johannes Slyngborg, 20, 4
Å, Johannes Slyngborg, 21, 4
Å, Johannes Slyngborg, 22, 4
Å, Johannes Slyngborg, 23, 4
Å, Johannes Slyngborg, 24, 1
Å, Johannes Slyngborg, 25, 4
Å, Yurdal Cicek, 1, 4
Å, Yurdal Cicek, 2, 1
Å, Yurdal Cicek, 3, 4
Å, Yurdal Cicek, 4, 3
Å, Yurdal Cicek, 5, 4
Å, Yurdal Cicek, 6, 2
Å, Yurdal Cicek, 7, 3
Å, Yurdal Cicek, 8, 4
Å, Yurdal Cicek, 9, 1
Å, Yurdal Cicek, 10, 1
Å, Yurdal Cicek, 11, 2
Å, Yurdal Cicek, 12, 1
Å, Yurdal Cicek, 13, 1
Å, Yurdal Cicek, 14, 2
Å, Yurdal Cicek, 15, 2
Å, Yurdal Cicek, 16, 3
Å, Yurdal Cicek, 17, 4
Å, Yurdal Cicek, 18, 1
Å, Yurdal Cicek, 19, 3
Å, Yurdal Cicek, 20, 3
Å, Yurdal Cicek, 21, 4
Å, Yurdal Cicek, 22, 3
Å, Yurdal Cicek, 23, 4
Å, Yurdal Cicek, 24, 1
Å, Yurdal Cicek, 25, 4
Å, Anette Jensen Smith, 1, 4
Å, Anette Jensen Smith, 2, 1
Å, Anette Jensen Smith, 3, 3
Å, Anette Jensen Smith, 4, 4
Å, Anette Jensen Smith, 5, 3
Å, Anette Jensen Smith, 6, 3
Å, Anette Jensen Smith, 7, 2
Å, Anette Jensen Smith, 8, 4
Å, Anette Jensen Smith, 9, 1
Å, Anette Jensen Smith, 10, 1
Å, Anette Jensen Smith, 11, 3
Å, Anette Jensen Smith, 12, 3
Å, Anette Jensen Smith, 13, 1
Å, Anette Jensen Smith, 14, 1
Å, Anette Jensen Smith, 15, 2
Å, Anette Jensen Smith, 16, 4
Å, Anette Jensen Smith, 17, 4
Å, Anette Jensen Smith, 18, 1
Å, Anette Jensen Smith, 19, 1
Å, Anette Jensen Smith, 20, 3
Å, Anette Jensen Smith, 21, 4
Å, Anette Jensen Smith, 22, 3
Å, Anette Jensen Smith, 23, 3
Å, Anette Jensen Smith, 24, 2
Å, Anette Jensen Smith, 25, 4
Å, Mikael Hertig, 1, 4
Å, Mikael Hertig, 2, 1
Å, Mikael Hertig, 3, 3
Å, Mikael Hertig, 4, 4
Å, Mikael Hertig, 5, 4
Å, Mikael Hertig, 6, 2
Å, Mikael Hertig, 7, 2
Å, Mikael Hertig, 8, 4
Å, Mikael Hertig, 9, 1
Å, Mikael Hertig, 10, 1
Å, Mikael Hertig, 11, 3
Å, Mikael Hertig, 12, 3
Å, Mikael Hertig, 13, 2
Å, Mikael Hertig, 14, 2
Å, Mikael Hertig, 15, 2
Å, Mikael Hertig, 16, 3
Å, Mikael Hertig, 17, 3
Å, Mikael Hertig, 18, 3
Å, Mikael Hertig, 19, 1
Å, Mikael Hertig, 20, 3
Å, Mikael Hertig, 21, 2
Å, Mikael Hertig, 22, 2
Å, Mikael Hertig, 23, 3
Å, Mikael Hertig, 24, 2
Å, Mikael Hertig, 25, 3
